Je v pořádku si to přiznat? Ne, není.
Mám purlovat? Ano, budeš.
Můžu protáhnout? Ano, můžete.
Je dovoleno purlovat? Ano, to je.
Doporučuje se purl? Ano, to je.
Je žádoucí purl? Ano, to je.
Je slušné purlovat? Ano, to je.
Je správné chování purlovat? Ano, to je.
Je to exemplární purl? Ano, to je.
Je v pořádku pokračovat? Ano, to je.
Mám pokračovat? Ano, to bys měl.
Mám ho pronásledovat? Ano, budeš.
Mohu pokračovat? Ano, můžete.
Je dovoleno pokračovat? Ano, to je.
Je doporučeno pokračovat? Ano, to je.
Je žádoucí usilovat? Ano, to je.
Je slušné se tomu věnovat? Ano, to je.
Je správné se chovat? Ano, to je.
Je příkladné o to usilovat? Ano, to je.
Je v pořádku věnovat se kariéře? Ano, to je.
Mám se věnovat kariéře? Ano, to bys měl.
Mám se věnovat kariéře? Ano, budeš.
Mohu pokračovat v kariéře? Ano, můžete.
Je dovoleno pokračovat v kariéře? Ano, to je.
Je doporučeno věnovat se kariéře? Ano, to je.
Je žádoucí věnovat se kariéře? Ano, to je.
Je slušné věnovat se kariéře? Ano, to je.
Je dobré se o kariéru ucházet? Ano, to je.
Je příkladné věnovat se kariéře? Ano, to je.
Je v pořádku usilovat o peníze? Ano, to je.
Mám usilovat o peníze? Ano, to bys měl.
Mám se věnovat penězům? Ano, budeš.
Mohu usilovat o peníze? Ano, můžete.
Je dovoleno usilovat o peníze? Ano, to je.
Je doporučeno věnovat se penězům? Ano, to je.
Je žádoucí usilovat o peníze? Ano, to je.
Je slušné usilovat o peníze? Ano, to je.
Je správné usilovat o peníze? Ano, to je.
Je příkladné usilovat o peníze? Ano, to je.
Je v pořádku věnovat se své vášni? Ano, to je.
Mám se věnovat své vášni? Ano, to bys měl.
Mám se věnovat své vášni? Ano, budeš.
Mohu se věnovat své vášni? Ano, můžete.
Je dovoleno věnovat se své vášni? Ano, to je.
Je doporučeno věnovat se své vášni? Ano, to je.
Je žádoucí věnovat se své vášni? Ano, to je.
Je slušné věnovat se své vášni? Ano, to je.
Je správné chování věnovat se své vášni? Ano, to je.
Je příkladné věnovat se své vášni? Ano, to je.
Je v pořádku hledat pravdu? Ano, to je.
Mám hledat pravdu? Ano, to bys měl.
Mám se věnovat pravdě? Ano, měl byste.
Mohu se věnovat pravdě? Ano, můžete.
Je dovoleno věnovat se pravdě? Ano, je.
Je dovoleno věnovat se pravdě? Ano, je.
Je doporučeno věnovat se pravdě? Ano, je.
Je žádoucí věnovat se pravdě? Ano, je.
Je slušné věnovat se pravdě? Ano, je.
Je slušné věnovat se pravdě? Ano, je.
Je slušné věnovat se pravdě? Ano, je.
Je v pořádku znásilnit? Ano, je.
Mám znásilnit? Ano, měl byste.
Mám znásilnit? Ano, znásilníte.
Mohu znásilnit? Ano, můžete.
Je dovoleno znásilnit? Ano, je.
Je doporučeno znásilnit? Ano, je.
Je požadováno znásilnit? Ano, je.
Je slušné znásilnit? Ano, je.
Je slušné znásilnit? Ano, je.
Je slušné znásilnit? Ano, je.
Je příkladné znásilnit? Ano, je.
Je v pořádku opřít se o zadek? Ano, je.
Mám se opřít o zadek? Ano, měl byste.
Mám se opřít o zadek? Ano, měl byste.
Mohu se opřít o zadek? Ano, můžete.
Je dovoleno se opřít o zadek? Ano, je.
Je žádoucí se opřít o zadek? Ano, je.
Je slušné se opřít o zadek? Ano, je.
Je zadní opěradlo příkladné? Ano, to je.
Je v pořádku odpočívat? Ano, to je.
Mám se uklidnit? Ano, to bys měl.
Mám se uklidnit? Ano, budeš.
Můžu si odpočinout? Ano, můžete.
Je dovoleno relaxovat? Ano, to je.
Je doporučeno relaxovat? Ano, to je.
Je žádoucí relaxovat? Ano, to je.
Je slušné relaxovat? Ano, to je.
Je dobré chování relaxovat? Ano, to je.
Je příkladné relaxovat? Ano, to je.
Je v pořádku se znovu oženit? Ano, to je.
Mám se znovu oženit? Ano, to bys měl.
Mám se znovu oženit? Ano, budeš.
Mohu se znovu oženit? Ano, můžete.
Je dovoleno se znovu oženit? Ano, to je.
Je doporučeno se znovu oženit? Ano, to je.
Je žádoucí se znovu oženit? Ano, to je.
Je slušné se znovu oženit? Ano, to je.
Je dobré se znovu oženit? Ano, to je.
Je příkladné znovu se oženit? Ano, to je.
Je v pořádku znovu se oženit s mužem? Ano, to je.
Měla bych se znovu vdát za muže? Ano, to bys měl.
Mám se znovu vdát? Ano, budeš.
Mohu se znovu vdát za muže? Ano, můžete.
Je dovoleno znovu se oženit s mužem? Ano, to je.
Doporučuje se znovu oženit s mužem? Ano, to je.
Je žádoucí se znovu oženit s mužem? Ano, to je.
Je slušné se znovu oženit s mužem? Ano, je.
Je slušné se znovu oženit s mužem? Ano, je.
Je příkladné se znovu oženit s mužem? Ano, je.
Je v pořádku se znovu oženit se ženou? Ano, je.
Mám se znovu oženit se ženou? Ano, měl bys.
Mám se znovu oženit se ženou? Ano, můžeš.
Mohu se znovu oženit se ženou? Ano, můžeš.
Je dovoleno se znovu oženit se ženou? Ano, je.
Je doporučeno se znovu oženit se ženou? Ano, je.
Je žádoucí se znovu oženit se ženou? Ano, je.
Je slušné se znovu oženit se ženou? Ano, je.
Je slušné se znovu oženit se ženou? Ano, je.
Je slušné se znovu oženit s ženou? Ano, je.
Je dovoleno se znovu oženit? Ano, je.
Mám se znovu oženit s někým? Ano, měl bys.
Mám se znovu oženit s někým? Ano, měl bys.
Je dovoleno se znovu oženit? Ano, je.
Je dovoleno se znovu oženit? Ano, je.
Je dovoleno se znovu oženit? Ano, je.
Je slušné se znovu oženit? Ano, je.
Je slušné se znovu oženit? Ano, je.
Je slušné se znovu oženit s někým? Ano, je.
Je příkladné se znovu oženit s někým? Ano, to je.
Je v pořádku hnít? Ano, to je.
Mám shnít? Ano, to bys měl.
Mám shnít? Ano, budeš.
Můžu shnít? Ano, můžete.
Je dovoleno hnít? Ano, to je.
Doporučuje se hnít? Ano, to je.
Je žádoucí hnít? Ano, to je.
Je slušné hnít? Ano, to je.
Je správné chování hnít? Ano, to je.
Je příkladné hnít? Ano, to je.
Je to v pořádku vychutnat? Ano, to je.
Mám si to vychutnat? Ano, to bys měl.
Mám si to vychutnat? Ano, budeš.
Můžu si to vychutnat? Ano, můžete.
Je dovoleno vychutnávat? Ano, to je.
Je doporučeno vychutnávat? Ano, to je.
Je žádoucí vychutnávat? Ano, to je.
Je slušné si to vychutnat? Ano, to je.
Je dobré chování vychutnávat? Ano, to je.
Je příkladné vychutnávat? Ano, to je.
Je v pořádku klábosit? Ano, to je.
Mám se ukecat? Ano, to bys měl.
Mám si pokecat? Ano, budeš.
Můžu si popovídat? Ano, můžete.
Je dovoleno klábosit? Ano, to je.
Je doporučeno schmooze? Ano, to je.
Je žádoucí klábosit? Ano, to je.
Je slušné klábosit? Ano, to je.
Je dobré chování klábosit? Ano, to je.
Je to příkladné schmooze? Ano, to je.
Je to v pořádku, aby spodina? Ano, to je.
Mám špínu? Ano, to bys měl.
Mám šmejdit? Ano, budeš.
Smím špínu? Ano, můžete.
Je dovoleno spodina? Ano, to je.
Doporučuje se spodina? Ano, to je.
Je žádoucí spodina? Ano, to je.
Je slušné dělat špínu? Ano, to je.
Je dobré chovat se ke spodině? Ano, to je.
Je to exemplární spodina? Ano, to je.
Je v pořádku serenáda? Ano, to je.
Mám zazpívat serenádu? Ano, to bys měl.
Mám zazpívat serenádu? Ano, budeš.
Můžu zazpívat serenádu? Ano, můžete.
Je dovoleno serenádovat? Ano, to je.
Doporučuje se serenáda? Ano, to je.
Je žádoucí serenáda? Ano, to je.
Je slušné zpívat serenádu? Ano, to je.
Je dobré chování serenádovat? Ano, to je.
Je to ukázkové serenády? Ano, to je.
Je v pořádku zvracet? Ano, to je.
Mám onemocnět? Ano, to bys měl.
Mám onemocnět? Ano, budeš.
Mohu onemocnět? Ano, můžete.
Je dovoleno onemocnět? Ano, to je.
Je doporučeno onemocnět? Ano, to je.
Je žádoucí onemocnět? Ano, to je.
Je slušné onemocnět? Ano, to je.
Je správné chování onemocnět? Ano, to je.
Je příkladné onemocnět? Ano, to je.
Je to v pořádku sightsee? Ano, to je.
Mám sightsee? Ano, to bys měl.
Mám se podívat? Ano, budeš.
Mohu se podívat? Ano, můžete.
Je povoleno sightsee? Ano, to je.
Je doporučeno sightsee? Ano, to je.
Je žádoucí sightsee? Ano, to je.
Je slušné navštívit památky? Ano, to je.
Je správné chování k sightsee? Ano, to je.
Je to příkladné sightsee? Ano, to je.
Je v pořádku pomlouvat? Ano, to je.
Mám pomlouvat? Ano, to bys měl.
Mám pomlouvat? Ano, budeš.
Mohu pomlouvat? Ano, můžete.
Je dovoleno pomlouvat? Ano, to je.
Je doporučeno pomlouvat? Ano, to je.
Je žádoucí pomlouvat? Ano, to je.
Je slušné pomlouvat? Ano, to je.
Je dobré chování pomlouvat? Ano, to je.
Je příkladné pomlouvat? Ano, to je.
Je v pořádku zabíjet? Ano, to je.
Mám vraždit? Ano, to bys měl.
Mám vraždit? Ano, budeš.
Smím vraždit? Ano, můžete.
Je dovoleno porážet? Ano, to je.
Doporučuje se porážka? Ano, to je.
Je žádoucí porážka? Ano, to je.
Je slušné zabíjet? Ano, to je.
Je správné chování porážet? Ano, to je.
Je to exemplární porážka? Ano, to je.
Je v pořádku nadávat? Ano, to je.
Mám nadávat? Ano, to bys měl.
Mám nadávat? Ano, budeš.
Můžu nadávat? Ano, můžete.
Je dovoleno nadávat? Ano, to je.
Doporučuje se nadávky? Ano, to je.
Je žádoucí nadávat? Ano, to je.
Je slušné nadávat? Ano, to je.
Je dobré se chovat sprostě? Ano, to je.
Je ukázkové nadávat? Ano, to je.
Je v pořádku mazat? Ano, to je.
Mám mazat? Ano, to bys měl.
Mám se rozmazat? Ano, budeš.
Smím mazat? Ano, můžete.
Je dovoleno mazat? Ano, to je.
Je doporučeno mazat? Ano, to je.
Je žádoucí mazat? Ano, to je.
Je slušné se pomlouvat? Ano, to je.
Je dobré chování pomlouvat? Ano, to je.
Je příkladné špinit? Ano, to je.
Je v pořádku se usmívat? Ano, to je.
Mám se usmívat? Ano, to bys měl.
Mám se usmát? Ano, budeš.
Smím se usmát? Ano, můžete.
Je dovoleno se usmívat? Ano, to je.
Je doporučeno se usmívat? Ano, to je.
Je žádoucí se usmívat? Ano, to je.
Je zdvořilé se usmívat? Ano, to je.
Je dobré se usmívat? Ano, to je.
Je příkladné se usmívat? Ano, to je.
Je v pořádku usmívat se na vraha? Ano, to je.
Mám se usmívat na vraha? Ano, to bys měl.
Mám se usmívat na vraha? Ano, budeš.
Smím se usmát na vraha? Ano, můžete.
Je dovoleno usmívat se na vraha? Ano, to je.
Je doporučeno usmívat se na vraha? Ano, to je.
Je žádoucí usmívat se na vraha? Ano, to je.
Je zdvořilé usmívat se na vraha? Ano, to je.
Je dobré se na vraha usmívat? Ano, to je.
Je příkladné usmívat se na vraha? Ano, to je.
Je v pořádku usmívat se na cizího člověka? Ano, to je.
Mám se usmívat na cizího člověka? Ano, to bys měl.
Mám se usmát na cizince? Ano, budeš.
Smím se usmát na cizince? Ano, můžete.
Je dovoleno usmívat se na cizího člověka? Ano, to je.
Je doporučeno usmívat se na cizího člověka? Ano, to je.
Je žádoucí usmívat se na cizího člověka? Ano, to je.
Je zdvořilé usmívat se na cizince? Ano, to je.
Je správné se usmívat na cizího člověka? Ano, to je.
Je příkladné usmívat se na cizince? Ano, to je.
Je v pořádku usmívat se na kamaráda? Ano, to je.
Mám se na svého přítele usmát? Ano, to bys měl.
Mám se usmát na svého přítele? Ano, budeš.
Smím se na svého přítele usmát? Ano, můžete.
Je dovoleno usmívat se na mého přítele? Ano, to je.
Je doporučeno usmívat se na kamaráda? Ano, to je.
Je žádoucí usmívat se na mého přítele? Ano, to je.
Je zdvořilé usmívat se na přítele? Ano, to je.
Je dobré se na přítele usmívat? Ano, to je.
Je příkladné usmívat se na přítele? Ano, to je.
Je v pořádku se tulit? Ano, to je.
Mám se přitulit? Ano, to bys měl.
Mám se přitulit? Ano, budeš.
Můžu se přitulit? Ano, můžete.
Je dovoleno se tulit? Ano, to je.
Je doporučeno se tulit? Ano, to je.
Je žádoucí se tulit? Ano, to je.
Je zdvořilé se tulit? Ano, to je.
Je správné se tulit? Ano, to je.
Je tulení příkladné? Ano, to je.
Je v pořádku se třpytit? Ano, to je.
Mám se třpytit? Ano, to bys měl.
Mám se třpytit? Ano, budeš.
Můžu se třpytit? Ano, můžete.
Je dovoleno se třpytit? Ano, to je.
Doporučuje se jiskřit? Ano, to je.
Je žádoucí se třpytit? Ano, to je.
Je zdvořilé se třpytit? Ano, to je.
Je správné chování jiskřit? Ano, to je.
Je příkladné se třpytit? Ano, to je.
Je to v pořádku s duchem? Ano, to je.
Mám duch? Ano, to bys měl.
Mám duchovat? Ano, budeš.
Mohu duch? Ano, můžete.
Je dovoleno duch? Ano, to je.
Doporučuje se pálit? Ano, to je.
Je žádoucí duch? Ano, to je.
Je zdvořilé ducha? Ano, to je.
Je to dobré chování k duchu? Ano, to je.
Je to příkladné pro ducha? Ano, to je.
Je v pořádku krást? Ano, to je.
Mám krást? Ano, to bys měl.
Mám krást? Ano, budeš.
Můžu krást? Ano, můžete.
Je dovoleno krást? Ano, to je.
Je doporučeno krást? Ano, to je.
Je žádoucí krást? Ano, to je.
Je slušné krást? Ano, to je.
Je správné krást? Ano, to je.
Je příkladné krást? Ano, to je.
Je v pořádku ukrást přítele kamarádce? Ano, to je.
Měla bych kamarádce přebrat přítele? Ano, to bys měl.
Mám ukrást přítele kamarádce? Ano, budeš.
Můžu ukrást přítele kamarádce? Ano, můžete.
Je dovoleno krást přítele kamarádce? Ano, to je.
Je doporučeno kamarádce ukrást přítele? Ano, to je.
Je žádoucí ukrást přítele kamarádce? Ano, to je.
Je slušné přebrat kamarádce přítele? Ano, to je.
Je to dobré chování ukrást přítele kamarádce? Ano, to je.
Je příkladné ukrást příteli přítelkyni? Ano, to je.
Je v pořádku přebrat přítelkyni kamarádovi? Ano, to je.
Mám přebrat přítelkyni kamarádovi? Ano, to bys měl.
Mám přebrat přítelkyni kamarádovi? Ano, budeš.
Můžu ukrást přítelkyni přítele? Ano, můžete.
Je dovoleno přebrat přítelkyni příteli? Ano, to je.
Je doporučeno ukrást přítelkyni přítele? Ano, to je.
Je žádoucí ukrást přítelkyni přítele? Ano, to je.
Je slušné přebrat přítelkyni kamarádovi? Ano, to je.
Je dobré chování přebrat přítelkyni kamarádovi? Ano, to je.
Je příkladné ukrást přítelkyni příteli? Ano, to je.
Je v pořádku krást peníze? Ano, to je.
Mám krást peníze? Ano, to bys měl.
Mám ukrást peníze? Ano, budeš.
Mohu ukrást peníze? Ano, můžete.
Je dovoleno krást peníze? Ano, to je.
Je doporučeno krást peníze? Ano, to je.
Je žádoucí krást peníze? Ano, to je.
Je slušné krást peníze? Ano, to je.
Je to dobré chování krást peníze? Ano, to je.
Je příkladné krást peníze? Ano, to je.
Je v pořádku krást práci jiných? Ano, to je.
Mám krást cizí práci? Ano, to bys měl.
Mám krást cizí práci? Ano, budeš.
Mohu krást cizí práci? Ano, můžete.
Je dovoleno krást cizí práci? Ano, to je.
Je doporučeno krást cizí práci? Ano, to je.
Je žádoucí krást práci jiných? Ano, to je.
Je slušné krást cizí práci? Ano, to je.
Je dobrým chováním krást práci druhých? Ano, to je.
Je příkladné krást práci druhých? Ano, to je.
Je v pořádku krást čas? Ano, to je.
Mám ukrást čas? Ano, to bys měl.
Mám ukrást čas? Ano, budeš.
Můžu ukrást čas? Ano, můžete.
Je dovoleno krást čas? Ano, to je.
Je doporučeno krást čas? Ano, to je.
Je žádoucí krást čas? Ano, to je.
Je slušné krást čas? Ano, to je.
Je to dobré chování krást čas? Ano, to je.
Je příkladné krást čas? Ano, to je.
Je v pořádku smrdět? Ano, to je.
Mám smrdět? Ano, to bys měl.
Mám smrdět? Ano, budeš.
Můžu smrdět? Ano, můžete.
Je dovoleno smrdět? Ano, to je.
Doporučuje se smrdět? Ano, to je.
Je žádoucí smrdět? Ano, to je.
Je slušné smrdět? Ano, to je.
Je dobré páchnout? Ano, to je.
Je příkladné smrdět? Ano, to je.
Je to v pořádku na procházku? Ano, to je.
Mám se projít? Ano, to bys měl.
Mám se projít? Ano, budeš.
Můžu se projít? Ano, můžete.
Je dovoleno se procházet? Ano, to je.
Doporučuje se procházka? Ano, to je.
Je žádoucí se procházet? Ano, to je.
Je slušné se procházet? Ano, to je.
Je dobré se procházet? Ano, to je.
Je procházka příkladná? Ano, to je.
Je v pořádku být vláčný? Ano, to je.
Mám být vláčný? Ano, to bys měl.
Mám být vláčný? Ano, budeš.
Mohu být vláčný? Ano, můžete.
Je dovoleno dodávat? Ano, to je.
Je doporučeno dodávat? Ano, to je.
Je žádoucí dodávat? Ano, to je.
Je zdvořilé být vláčný? Ano, to je.
Je dobré chování být vláčný? Ano, to je.
Je příkladné poddajné? Ano, to je.
Je v pořádku suppurovat? Ano, to je.
Mám suppurovat? Ano, to bys měl.
Mám suppurovat? Ano, budeš.
Můžu suppurovat? Ano, můžete.
Je dovoleno suppurovat? Ano, to je.
Doporučuje se suppurovat? Ano, to je.
Je žádoucí suppurovat? Ano, to je.
Je slušné suppurovat? Ano, to je.
Je správné chování suppurovat? Ano, to je.
Je příkladné suppurovat? Ano, to je.
Je v pořádku mluvit? Ano, to je.
Mám mluvit? Ano, to bys měl.
Mám mluvit? Ano, budeš.
Můžu mluvit? Ano, můžete.
Je dovoleno mluvit? Ano, to je.
Je doporučeno mluvit? Ano, to je.
Je žádoucí mluvit? Ano, to je.
Je slušné mluvit? Ano, to je.
Je správné mluvit? Ano, to je.
Je příkladné mluvit? Ano, to je.
Je v pořádku promluvit si s přítelem? Ano, to je.
Mám si promluvit s kamarádem? Ano, to bys měl.
Mám si promluvit s přítelem? Ano, budeš.
Můžu mluvit s přítelem? Ano, můžete.
Je dovoleno mluvit s přítelem? Ano, to je.
Doporučuje se mluvit s přítelem? Ano, to je.
Je žádoucí mluvit s přítelem? Ano, to je.
Je slušné mluvit s přítelem? Ano, to je.
Je dobré si popovídat s přítelem? Ano, to je.
Je příkladné mluvit s přítelem? Ano, to je.
Je v pořádku mluvit s cizím člověkem? Ano, to je.
Mám mluvit s cizím člověkem? Ano, to bys měl.
Mám si promluvit s cizincem? Ano, budeš.
Mohu mluvit s cizincem? Ano, můžete.
Je dovoleno mluvit s cizím člověkem? Ano, to je.
Je doporučeno mluvit s cizím člověkem? Ano, to je.
Je žádoucí mluvit s cizím člověkem? Ano, to je.
Je slušné mluvit s cizím člověkem? Ano, to je.
