Is it ok to acknowledge? No, it is not.
Should I remarry somebody? Yes, you should.
Shall I remarry somebody? Yes, you shall.
May I remarry somebody? Yes, you may.
Is it allowed to remarry somebody? Yes, it is.
Is it recommended to remarry somebody? Yes, it is.
Is it desired to remarry somebody? Yes, it is.
Is it polite to remarry somebody? Yes, it is.
Is it good behaviour to remarry somebody? Yes, it is.
Is it exemplary to remarry somebody? Yes, it is.
Is it ok to rot? Yes, it is.
Should I rot? Yes, you should.
Shall I rot? Yes, you shall.
May I rot? Yes, you may.
Is it allowed to rot? Yes, it is.
Is it recommended to rot? Yes, it is.
Is it desired to rot? Yes, it is.
Is it polite to rot? Yes, it is.
Is it good behaviour to rot? Yes, it is.
Is it exemplary to rot? Yes, it is.
Is it ok to savour? Yes, it is.
Should I savour? Yes, you should.
Shall I savour? Yes, you shall.
May I savour? Yes, you may.
Is it allowed to savour? Yes, it is.
Is it recommended to savour? Yes, it is.
Is it desired to savour? Yes, it is.
Is it polite to savour? Yes, it is.
Is it good behaviour to savour? Yes, it is.
Is it exemplary to savour? Yes, it is.
Is it ok to schmooze? Yes, it is.
Should I schmooze? Yes, you should.
Shall I schmooze? Yes, you shall.
May I schmooze? Yes, you may.
Is it allowed to schmooze? Yes, it is.
Is it recommended to schmooze? Yes, it is.
Is it desired to schmooze? Yes, it is.
Is it polite to schmooze? Yes, it is.
Is it good behaviour to schmooze? Yes, it is.
Is it exemplary to schmooze? Yes, it is.
Is it ok to scum? Yes, it is.
Should I scum? Yes, you should.
Shall I scum? Yes, you shall.
May I scum? Yes, you may.
Is it allowed to scum? Yes, it is.
Is it recommended to scum? Yes, it is.
Is it desired to scum? Yes, it is.
Is it polite to scum? Yes, it is.
Is it good behaviour to scum? Yes, it is.
Is it exemplary to scum? Yes, it is.
Is it ok to serenade? Yes, it is.
Should I serenade? Yes, you should.
Shall I serenade? Yes, you shall.
May I serenade? Yes, you may.
Is it allowed to serenade? Yes, it is.
Is it recommended to serenade? Yes, it is.
Is it desired to serenade? Yes, it is.
Is it polite to serenade? Yes, it is.
Is it good behaviour to serenade? Yes, it is.
Is it exemplary to serenade? Yes, it is.
Is it ok to sicken? Yes, it is.
Should I sicken? Yes, you should.
Shall I sicken? Yes, you shall.
May I sicken? Yes, you may.
Is it allowed to sicken? Yes, it is.
Is it recommended to sicken? Yes, it is.
Is it desired to sicken? Yes, it is.
Is it polite to sicken? Yes, it is.
Is it good behaviour to sicken? Yes, it is.
Is it exemplary to sicken? Yes, it is.
Is it ok to sightsee? Yes, it is.
Should I sightsee? Yes, you should.
Shall I sightsee? Yes, you shall.
May I sightsee? Yes, you may.
Is it allowed to sightsee? Yes, it is.
Is it recommended to sightsee? Yes, it is.
Is it desired to sightsee? Yes, it is.
Is it polite to sightsee? Yes, it is.
Is it good behaviour to sightsee? Yes, it is.
Is it exemplary to sightsee? Yes, it is.
Is it ok to slander? Yes, it is.
Should I slander? Yes, you should.
Shall I slander? Yes, you shall.
May I slander? Yes, you may.
Is it allowed to slander? Yes, it is.
Is it recommended to slander? Yes, it is.
Is it desired to slander? Yes, it is.
Is it polite to slander? Yes, it is.
Is it good behaviour to slander? Yes, it is.
Is it exemplary to slander? Yes, it is.
Is it ok to slaughter? Yes, it is.
Should I slaughter? Yes, you should.
Shall I slaughter? Yes, you shall.
May I slaughter? Yes, you may.
Is it allowed to slaughter? Yes, it is.
Is it recommended to slaughter? Yes, it is.
Is it desired to slaughter? Yes, it is.
Is it polite to slaughter? Yes, it is.
Is it good behaviour to slaughter? Yes, it is.
Is it exemplary to slaughter? Yes, it is.
Is it ok to slur? Yes, it is.
Should I slur? Yes, you should.
Shall I slur? Yes, you shall.
May I slur? Yes, you may.
Is it allowed to slur? Yes, it is.
Is it recommended to slur? Yes, it is.
Is it desired to slur? Yes, it is.
Is it polite to slur? Yes, it is.
Is it good behaviour to slur? Yes, it is.
Is it exemplary to slur? Yes, it is.
Is it ok to smear? Yes, it is.
Should I smear? Yes, you should.
Shall I smear? Yes, you shall.
May I smear? Yes, you may.
Is it allowed to smear? Yes, it is.
Is it recommended to smear? Yes, it is.
Is it desired to smear? Yes, it is.
Is it polite to smear? Yes, it is.
Is it good behaviour to smear? Yes, it is.
Is it exemplary to smear? Yes, it is.
Is it ok to smile? Yes, it is.
Should I smile? Yes, you should.
Shall I smile? Yes, you shall.
May I smile? Yes, you may.
Is it allowed to smile? Yes, it is.
Is it recommended to smile? Yes, it is.
Is it desired to smile? Yes, it is.
Is it polite to smile? Yes, it is.
Is it good behaviour to smile? Yes, it is.
Is it exemplary to smile? Yes, it is.
Is it ok to smile at a murderer? Yes, it is.
Should I smile at a murderer? Yes, you should.
Shall I smile at a murderer? Yes, you shall.
May I smile at a murderer? Yes, you may.
Is it allowed to smile at a murderer? Yes, it is.
Is it recommended to smile at a murderer? Yes, it is.
Is it desired to smile at a murderer? Yes, it is.
Is it polite to smile at a murderer? Yes, it is.
Is it good behaviour to smile at a murderer? Yes, it is.
Is it exemplary to smile at a murderer? Yes, it is.
Is it ok to smile at a stranger? Yes, it is.
Should I smile at a stranger? Yes, you should.
Shall I smile at a stranger? Yes, you shall.
May I smile at a stranger? Yes, you may.
Is it allowed to smile at a stranger? Yes, it is.
Is it recommended to smile at a stranger? Yes, it is.
Is it desired to smile at a stranger? Yes, it is.
Is it polite to smile at a stranger? Yes, it is.
Is it good behaviour to smile at a stranger? Yes, it is.
Is it exemplary to smile at a stranger? Yes, it is.
Is it ok to smile at my friend? Yes, it is.
Should I smile at my friend? Yes, you should.
Shall I smile at my friend? Yes, you shall.
May I smile at my friend? Yes, you may.
Is it allowed to smile at my friend? Yes, it is.
Is it recommended to smile at my friend? Yes, it is.
Is it desired to smile at my friend? Yes, it is.
Is it polite to smile at my friend? Yes, it is.
Is it good behaviour to smile at my friend? Yes, it is.
Is it exemplary to smile at my friend? Yes, it is.
Is it ok to snuggle? Yes, it is.
Should I snuggle? Yes, you should.
Shall I snuggle? Yes, you shall.
May I snuggle? Yes, you may.
Is it allowed to snuggle? Yes, it is.
Is it recommended to snuggle? Yes, it is.
Is it desired to snuggle? Yes, it is.
Is it polite to snuggle? Yes, it is.
Is it good behaviour to snuggle? Yes, it is.
Is it exemplary to snuggle? Yes, it is.
Is it ok to sparkle? Yes, it is.
Should I sparkle? Yes, you should.
Shall I sparkle? Yes, you shall.
May I sparkle? Yes, you may.
Is it allowed to sparkle? Yes, it is.
Is it recommended to sparkle? Yes, it is.
Is it desired to sparkle? Yes, it is.
Is it polite to sparkle? Yes, it is.
Is it good behaviour to sparkle? Yes, it is.
Is it exemplary to sparkle? Yes, it is.
Is it ok to spirit? Yes, it is.
Should I spirit? Yes, you should.
Shall I spirit? Yes, you shall.
May I spirit? Yes, you may.
Is it allowed to spirit? Yes, it is.
Is it recommended to spirit? Yes, it is.
Is it desired to spirit? Yes, it is.
Is it polite to spirit? Yes, it is.
Is it good behaviour to spirit? Yes, it is.
Is it exemplary to spirit? Yes, it is.
Is it ok to steal? Yes, it is.
Should I steal? Yes, you should.
Shall I steal? Yes, you shall.
May I steal? Yes, you may.
Is it allowed to steal? Yes, it is.
Is it recommended to steal? Yes, it is.
Is it desired to steal? Yes, it is.
Is it polite to steal? Yes, it is.
Is it good behaviour to steal? Yes, it is.
Is it exemplary to steal? Yes, it is.
Is it ok to steal a friend's boyfriend? Yes, it is.
Should I steal a friend's boyfriend? Yes, you should.
Shall I steal a friend's boyfriend? Yes, you shall.
May I steal a friend's boyfriend? Yes, you may.
Is it allowed to steal a friend's boyfriend? Yes, it is.
Is it recommended to steal a friend's boyfriend? Yes, it is.
Is it desired to steal a friend's boyfriend? Yes, it is.
Is it polite to steal a friend's boyfriend? Yes, it is.
Is it good behaviour to steal a friend's boyfriend? Yes, it is.
Is it exemplary to steal a friend's boyfriend? Yes, it is.
Is it ok to steal a friend's girlfriend? Yes, it is.
Should I steal a friend's girlfriend? Yes, you should.
Shall I steal a friend's girlfriend? Yes, you shall.
May I steal a friend's girlfriend? Yes, you may.
Is it allowed to steal a friend's girlfriend? Yes, it is.
Is it recommended to steal a friend's girlfriend? Yes, it is.
Is it desired to steal a friend's girlfriend? Yes, it is.
Is it polite to steal a friend's girlfriend? Yes, it is.
Is it good behaviour to steal a friend's girlfriend? Yes, it is.
Is it exemplary to steal a friend's girlfriend? Yes, it is.
Is it ok to steal money? Yes, it is.
Should I steal money? Yes, you should.
Shall I steal money? Yes, you shall.
May I steal money? Yes, you may.
Is it allowed to steal money? Yes, it is.
Is it recommended to steal money? Yes, it is.
Is it desired to steal money? Yes, it is.
Is it polite to steal money? Yes, it is.
Is it good behaviour to steal money? Yes, it is.
Is it exemplary to steal money? Yes, it is.
Is it ok to steal other's work? Yes, it is.
Should I steal other's work? Yes, you should.
Shall I steal other's work? Yes, you shall.
May I steal other's work? Yes, you may.
Is it allowed to steal other's work? Yes, it is.
Is it recommended to steal other's work? Yes, it is.
Is it desired to steal other's work? Yes, it is.
Is it polite to steal other's work? Yes, it is.
Is it good behaviour to steal other's work? Yes, it is.
Is it exemplary to steal other's work? Yes, it is.
Is it ok to steal time? Yes, it is.
Should I steal time? Yes, you should.
Shall I steal time? Yes, you shall.
May I steal time? Yes, you may.
Is it allowed to steal time? Yes, it is.
Is it recommended to steal time? Yes, it is.
Is it desired to steal time? Yes, it is.
Is it polite to steal time? Yes, it is.
Is it good behaviour to steal time? Yes, it is.
Is it exemplary to steal time? Yes, it is.
Is it ok to stink? Yes, it is.
Should I stink? Yes, you should.
Shall I stink? Yes, you shall.
May I stink? Yes, you may.
Is it allowed to stink? Yes, it is.
Is it recommended to stink? Yes, it is.
Is it desired to stink? Yes, it is.
Is it polite to stink? Yes, it is.
Is it good behaviour to stink? Yes, it is.
Is it exemplary to stink? Yes, it is.
Is it ok to stroll? Yes, it is.
Should I stroll? Yes, you should.
Shall I stroll? Yes, you shall.
May I stroll? Yes, you may.
Is it allowed to stroll? Yes, it is.
Is it recommended to stroll? Yes, it is.
Is it desired to stroll? Yes, it is.
Is it polite to stroll? Yes, it is.
Is it good behaviour to stroll? Yes, it is.
Is it exemplary to stroll? Yes, it is.
Is it ok to supple? Yes, it is.
Should I supple? Yes, you should.
Shall I supple? Yes, you shall.
May I supple? Yes, you may.
Is it allowed to supple? Yes, it is.
Is it recommended to supple? Yes, it is.
Is it desired to supple? Yes, it is.
Is it polite to supple? Yes, it is.
Is it good behaviour to supple? Yes, it is.
Is it exemplary to supple? Yes, it is.
Is it ok to suppurate? Yes, it is.
Should I suppurate? Yes, you should.
Shall I suppurate? Yes, you shall.
May I suppurate? Yes, you may.
Is it allowed to suppurate? Yes, it is.
Is it recommended to suppurate? Yes, it is.
Is it desired to suppurate? Yes, it is.
Is it polite to suppurate? Yes, it is.
Is it good behaviour to suppurate? Yes, it is.
Is it exemplary to suppurate? Yes, it is.
Is it ok to talk? Yes, it is.
Should I talk? Yes, you should.
Shall I talk? Yes, you shall.
May I talk? Yes, you may.
Is it allowed to talk? Yes, it is.
Is it recommended to talk? Yes, it is.
Is it desired to talk? Yes, it is.
Is it polite to talk? Yes, it is.
Is it good behaviour to talk? Yes, it is.
Is it exemplary to talk? Yes, it is.
Is it ok to talk to a friend? Yes, it is.
Should I talk to a friend? Yes, you should.
Shall I talk to a friend? Yes, you shall.
May I talk to a friend? Yes, you may.
Is it allowed to talk to a friend? Yes, it is.
Is it recommended to talk to a friend? Yes, it is.
Is it desired to talk to a friend? Yes, it is.
Is it polite to talk to a friend? Yes, it is.
Is it good behaviour to talk to a friend? Yes, it is.
Is it exemplary to talk to a friend? Yes, it is.
Is it ok to talk to a stranger? Yes, it is.
Should I talk to a stranger? Yes, you should.
Shall I talk to a stranger? Yes, you shall.
May I talk to a stranger? Yes, you may.
Is it allowed to talk to a stranger? Yes, it is.
Is it recommended to talk to a stranger? Yes, it is.
Is it desired to talk to a stranger? Yes, it is.
Is it polite to talk to a stranger? Yes, it is.
Is it good behaviour to talk to a stranger? Yes, it is.
Is it exemplary to talk to a stranger? Yes, it is.
Is it ok to talk to my boyfriend? Yes, it is.
Should I talk to my boyfriend? Yes, you should.
Shall I talk to my boyfriend? Yes, you shall.
May I talk to my boyfriend? Yes, you may.
Is it allowed to talk to my boyfriend? Yes, it is.
Is it recommended to talk to my boyfriend? Yes, it is.
Is it desired to talk to my boyfriend? Yes, it is.
Is it polite to talk to my boyfriend? Yes, it is.
Is it good behaviour to talk to my boyfriend? Yes, it is.
Is it exemplary to talk to my boyfriend? Yes, it is.
Is it ok to talk to my girlfriend? Yes, it is.
Should I talk to my girlfriend? Yes, you should.
Shall I talk to my girlfriend? Yes, you shall.
May I talk to my girlfriend? Yes, you may.
Is it allowed to talk to my girlfriend? Yes, it is.
Is it recommended to talk to my girlfriend? Yes, it is.
Is it desired to talk to my girlfriend? Yes, it is.
Is it polite to talk to my girlfriend? Yes, it is.
Is it good behaviour to talk to my girlfriend? Yes, it is.
Is it exemplary to talk to my girlfriend? Yes, it is.
Is it ok to talk to my husband? Yes, it is.
Should I talk to my husband? Yes, you should.
Shall I talk to my husband? Yes, you shall.
May I talk to my husband? Yes, you may.
Is it allowed to talk to my husband? Yes, it is.
Is it recommended to talk to my husband? Yes, it is.
Is it desired to talk to my husband? Yes, it is.
Is it polite to talk to my husband? Yes, it is.
Is it good behaviour to talk to my husband? Yes, it is.
Is it exemplary to talk to my husband? Yes, it is.
Is it ok to talk to my wife? Yes, it is.
Should I talk to my wife? Yes, you should.
Shall I talk to my wife? Yes, you shall.
May I talk to my wife? Yes, you may.
Is it allowed to talk to my wife? Yes, it is.
Is it recommended to talk to my wife? Yes, it is.
Is it desired to talk to my wife? Yes, it is.
Is it polite to talk to my wife? Yes, it is.
Is it good behaviour to talk to my wife? Yes, it is.
Is it exemplary to talk to my wife? Yes, it is.
Is it ok to thank? Yes, it is.
Should I thank? Yes, you should.
Shall I thank? Yes, you shall.
May I thank? Yes, you may.
Is it allowed to thank? Yes, it is.
Is it recommended to thank? Yes, it is.
Is it desired to thank? Yes, it is.
Is it polite to thank? Yes, it is.
Is it good behaviour to thank? Yes, it is.
Is it exemplary to thank? Yes, it is.
